Temperature (K)	Pressure (psia)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (F/psia)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
91.694	200.00	451.05	0.0022171	-1.1117	-1.0626	-10.940	34.728	53.960	1538.9	-0.0059836	201.45	0.21128	liquid
92.694	200.00	449.72	0.0022236	-1.0578	-1.0086	-10.355	34.628	54.015	1529.9	-0.0059568	195.30	0.21009	liquid
93.694	200.00	448.40	0.0022302	-1.0039	-0.95459	-9.7747	34.531	54.074	1520.8	-0.0059288	189.46	0.20889	liquid
94.694	200.00	447.06	0.0022368	-0.94996	-0.90048	-9.2003	34.436	54.136	1511.7	-0.0058998	183.90	0.20768	liquid
95.694	200.00	445.72	0.0022435	-0.89594	-0.84631	-8.6312	34.343	54.202	1502.6	-0.0058697	178.60	0.20645	liquid
96.694	200.00	444.38	0.0022503	-0.84186	-0.79208	-8.0674	34.253	54.270	1493.4	-0.0058386	173.54	0.20520	liquid
97.694	200.00	443.03	0.0022572	-0.78770	-0.73777	-7.5087	34.164	54.342	1484.1	-0.0058064	168.71	0.20394	liquid
98.694	200.00	441.68	0.0022641	-0.73348	-0.68339	-6.9549	34.077	54.416	1474.8	-0.0057731	164.09	0.20267	liquid
99.694	200.00	440.32	0.0022711	-0.67918	-0.62894	-6.4059	33.992	54.493	1465.4	-0.0057388	159.67	0.20138	liquid
100.69	200.00	438.96	0.0022781	-0.62480	-0.57440	-5.8616	33.907	54.573	1456.1	-0.0057033	155.44	0.20009	liquid
101.69	200.00	437.58	0.0022853	-0.57035	-0.51979	-5.3219	33.825	54.655	1446.6	-0.0056668	151.39	0.19878	liquid
102.69	200.00	436.21	0.0022925	-0.51581	-0.46509	-4.7867	33.743	54.739	1437.1	-0.0056291	147.51	0.19746	liquid
103.69	200.00	434.82	0.0022998	-0.46119	-0.41031	-4.2558	33.662	54.826	1427.6	-0.0055902	143.78	0.19614	liquid
104.69	200.00	433.43	0.0023072	-0.40648	-0.35544	-3.7292	33.582	54.916	1418.1	-0.0055502	140.20	0.19480	liquid
105.69	200.00	432.04	0.0023146	-0.35168	-0.30048	-3.2067	33.504	55.008	1408.4	-0.0055090	136.76	0.19346	liquid
106.69	200.00	430.64	0.0023222	-0.29680	-0.24542	-2.6883	33.426	55.102	1398.8	-0.0054665	133.45	0.19211	liquid
107.69	200.00	429.23	0.0023298	-0.24181	-0.19027	-2.1738	33.348	55.199	1389.1	-0.0054226	130.26	0.19075	liquid
108.69	200.00	427.81	0.0023375	-0.18674	-0.13503	-1.6631	33.272	55.298	1379.4	-0.0053775	127.20	0.18938	liquid
109.69	200.00	426.38	0.0023453	-0.13156	-0.079676	-1.1563	33.196	55.401	1369.6	-0.0053309	124.24	0.18801	liquid
110.69	200.00	424.95	0.0023532	-0.076282	-0.024223	-0.65302	33.121	55.506	1359.8	-0.0052830	121.39	0.18664	liquid
111.69	200.00	423.51	0.0023612	-0.020899	0.031336	-0.15336	33.047	55.614	1350.0	-0.0052335	118.64	0.18525	liquid
112.69	200.00	422.06	0.0023693	0.034590	0.087005	0.34283	32.973	55.724	1340.1	-0.0051824	115.98	0.18387	liquid
113.69	200.00	420.61	0.0023775	0.090190	0.14279	0.83562	32.900	55.839	1330.2	-0.0051298	113.42	0.18247	liquid
114.69	200.00	419.14	0.0023858	0.14590	0.19868	1.3251	32.828	55.956	1320.2	-0.0050755	110.94	0.18108	liquid
115.69	200.00	417.67	0.0023943	0.20173	0.25470	1.8114	32.756	56.076	1310.2	-0.0050194	108.54	0.17968	liquid
116.69	200.00	416.18	0.0024028	0.25768	0.31084	2.2945	32.685	56.201	1300.1	-0.0049615	106.22	0.17827	liquid
117.69	200.00	414.69	0.0024114	0.31376	0.36710	2.7746	32.614	56.329	1290.0	-0.0049018	103.97	0.17686	liquid
118.69	200.00	413.19	0.0024202	0.36996	0.42350	3.2518	32.545	56.460	1279.9	-0.0048400	101.79	0.17545	liquid
119.69	200.00	411.68	0.0024291	0.42629	0.48002	3.7260	32.476	56.596	1269.7	-0.0047762	99.677	0.17404	liquid
120.69	200.00	410.15	0.0024381	0.48275	0.53669	4.1975	32.407	56.736	1259.4	-0.0047102	97.628	0.17262	liquid
121.69	200.00	408.62	0.0024473	0.53936	0.59350	4.6662	32.339	56.881	1249.2	-0.0046420	95.640	0.17120	liquid
122.69	200.00	407.08	0.0024565	0.59611	0.65045	5.1323	32.272	57.030	1238.8	-0.0045715	93.710	0.16978	liquid
123.69	200.00	405.52	0.0024660	0.65301	0.70756	5.5959	32.205	57.185	1228.4	-0.0044985	91.835	0.16835	liquid
124.69	200.00	403.96	0.0024755	0.71006	0.76482	6.0570	32.140	57.344	1218.0	-0.0044229	90.013	0.16692	liquid
125.69	200.00	402.38	0.0024852	0.76727	0.82225	6.5157	32.075	57.509	1207.5	-0.0043447	88.240	0.16549	liquid
126.69	200.00	400.79	0.0024951	0.82465	0.87985	6.9721	32.010	57.680	1196.9	-0.0042636	86.516	0.16406	liquid
127.69	200.00	399.18	0.0025051	0.88219	0.93761	7.4262	31.947	57.857	1186.3	-0.0041796	84.837	0.16263	liquid
128.69	200.00	397.57	0.0025153	0.93992	0.99556	7.8783	31.884	58.041	1175.7	-0.0040925	83.203	0.16119	liquid
129.69	200.00	395.93	0.0025257	0.99782	1.0537	8.3283	31.822	58.231	1164.9	-0.0040021	81.610	0.15976	liquid
130.69	200.00	394.29	0.0025362	1.0559	1.1120	8.7763	31.760	58.428	1154.1	-0.0039083	80.056	0.15832	liquid
131.69	200.00	392.63	0.0025469	1.1142	1.1706	9.2224	31.700	58.633	1143.3	-0.0038109	78.542	0.15688	liquid
132.69	200.00	390.95	0.0025578	1.1727	1.2293	9.6668	31.640	58.846	1132.3	-0.0037098	77.063	0.15543	liquid
133.69	200.00	389.26	0.0025690	1.2314	1.2883	10.109	31.582	59.068	1121.3	-0.0036046	75.620	0.15399	liquid
134.69	200.00	387.55	0.0025803	1.2904	1.3474	10.550	31.524	59.299	1110.2	-0.0034952	74.210	0.15254	liquid
135.69	200.00	385.83	0.0025918	1.3495	1.4069	10.990	31.467	59.539	1099.1	-0.0033814	72.832	0.15110	liquid
136.69	200.00	384.09	0.0026036	1.4089	1.4665	11.428	31.411	59.790	1087.8	-0.0032629	71.484	0.14965	liquid
137.69	200.00	382.32	0.0026156	1.4686	1.5264	11.865	31.356	60.051	1076.5	-0.0031394	70.166	0.14820	liquid
138.69	200.00	380.54	0.0026278	1.5285	1.5866	12.300	31.303	60.324	1065.1	-0.0030107	68.875	0.14674	liquid
139.69	200.00	378.74	0.0026403	1.5887	1.6471	12.735	31.250	60.610	1053.6	-0.0028764	67.612	0.14529	liquid
140.69	200.00	376.92	0.0026531	1.6492	1.7078	13.168	31.198	60.909	1042.0	-0.0027362	66.373	0.14383	liquid
141.69	200.00	375.07	0.0026661	1.7099	1.7689	13.601	31.148	61.222	1030.2	-0.0025896	65.159	0.14237	liquid
142.69	200.00	373.21	0.0026795	1.7710	1.8303	14.032	31.099	61.550	1018.4	-0.0024364	63.968	0.14090	liquid
143.69	200.00	371.31	0.0026931	1.8324	1.8920	14.463	31.051	61.895	1006.5	-0.0022760	62.799	0.13943	liquid
144.69	200.00	369.39	0.0027071	1.8942	1.9541	14.894	31.005	62.257	994.46	-0.0021079	61.651	0.13796	liquid
145.69	200.00	367.45	0.0027215	1.9563	2.0165	15.324	30.960	62.639	982.28	-0.0019317	60.523	0.13649	liquid
146.69	200.00	365.48	0.0027362	2.0188	2.0794	15.754	30.917	63.041	969.98	-0.0017467	59.413	0.13501	liquid
147.69	200.00	363.47	0.0027512	2.0818	2.1426	16.183	30.875	63.465	957.54	-0.0015523	58.322	0.13353	liquid
148.69	200.00	361.44	0.0027667	2.1451	2.2063	16.613	30.835	63.914	944.95	-0.0013478	57.247	0.13204	liquid
149.69	200.00	359.37	0.0027826	2.2089	2.2705	17.043	30.797	64.389	932.21	-0.0011322	56.188	0.13055	liquid
150.69	200.00	357.27	0.0027990	2.2732	2.3351	17.473	30.760	64.893	919.30	-0.00090490	55.144	0.12905	liquid
151.69	200.00	355.13	0.0028159	2.3380	2.4003	17.904	30.726	65.430	906.21	-0.00066472	54.114	0.12754	liquid
152.69	200.00	352.95	0.0028333	2.4033	2.4660	18.336	30.694	66.001	892.94	-0.00041057	53.097	0.12603	liquid
153.69	200.00	350.73	0.0028512	2.4692	2.5323	18.769	30.665	66.611	879.47	-0.00014120	52.091	0.12451	liquid
154.69	200.00	348.46	0.0028698	2.5357	2.5992	19.203	30.638	67.264	865.79	0.00014485	51.097	0.12298	liquid
155.69	200.00	346.14	0.0028890	2.6029	2.6668	19.639	30.614	67.966	851.87	0.00044921	50.112	0.12144	liquid
156.49	200.00	344.26	0.0029047	2.6569	2.7211	19.987	30.597	68.562	840.62	0.00070572	49.335	0.12020	liquid
156.49	200.00	21.798	0.045876	7.9227	8.9376	59.711	29.170	51.394	284.41	0.20847	6.6389	0.020333	vapor
156.69	200.00	21.736	0.046006	7.9303	8.9480	59.778	29.109	51.165	284.87	0.20769	6.6455	0.020331	vapor
157.69	200.00	21.444	0.046634	7.9670	8.9987	60.100	28.835	50.131	287.09	0.20398	6.6780	0.020329	vapor
158.69	200.00	21.164	0.047250	8.0031	9.0483	60.414	28.600	49.227	289.23	0.20045	6.7107	0.020336	vapor
159.69	200.00	20.897	0.047854	8.0385	9.0972	60.721	28.398	48.427	291.32	0.19706	6.7437	0.020352	vapor
160.69	200.00	20.640	0.048450	8.0734	9.1452	61.021	28.221	47.713	293.34	0.19382	6.7767	0.020375	vapor
161.69	200.00	20.393	0.049036	8.1078	9.1926	61.315	28.065	47.071	295.31	0.19070	6.8100	0.020405	vapor
162.69	200.00	20.156	0.049614	8.1418	9.2394	61.603	27.926	46.489	297.24	0.18770	6.8433	0.020441	vapor
163.69	200.00	19.926	0.050185	8.1754	9.2856	61.886	27.801	45.957	299.12	0.18482	6.8768	0.020483	vapor
164.69	200.00	19.705	0.050749	8.2086	9.3313	62.165	27.688	45.469	300.97	0.18203	6.9104	0.020529	vapor
165.69	200.00	19.491	0.051306	8.2415	9.3766	62.438	27.585	45.019	302.78	0.17934	6.9441	0.020581	vapor
166.69	200.00	19.284	0.051857	8.2742	9.4214	62.708	27.491	44.602	304.56	0.17674	6.9779	0.020636	vapor
167.69	200.00	19.083	0.052403	8.3065	9.4658	62.974	27.404	44.214	306.30	0.17421	7.0118	0.020696	vapor
168.69	200.00	18.888	0.052944	8.3386	9.5098	63.235	27.324	43.851	308.02	0.17177	7.0457	0.020759	vapor
169.69	200.00	18.699	0.053480	8.3704	9.5535	63.494	27.249	43.511	309.71	0.16939	7.0797	0.020826	vapor
170.69	200.00	18.515	0.054011	8.4020	9.5968	63.748	27.179	43.191	311.37	0.16709	7.1138	0.020895	vapor
171.69	200.00	18.336	0.054537	8.4334	9.6399	64.000	27.113	42.890	313.01	0.16485	7.1479	0.020968	vapor
172.69	200.00	18.162	0.055060	8.4646	9.6826	64.248	27.051	42.606	314.62	0.16266	7.1820	0.021043	vapor
173.69	200.00	17.993	0.055578	8.4956	9.7251	64.493	26.993	42.336	316.22	0.16054	7.2162	0.021121	vapor
174.69	200.00	17.828	0.056093	8.5264	9.7673	64.735	26.938	42.081	317.79	0.15847	7.2505	0.021202	vapor
175.69	200.00	17.667	0.056604	8.5570	9.8092	64.975	26.886	41.839	319.34	0.15645	7.2847	0.021284	vapor
176.69	200.00	17.510	0.057111	8.5875	9.8510	65.212	26.836	41.609	320.87	0.15449	7.3191	0.021369	vapor
177.69	200.00	17.356	0.057616	8.6179	9.8925	65.446	26.789	41.390	322.39	0.15256	7.3534	0.021456	vapor
178.69	200.00	17.207	0.058117	8.6481	9.9338	65.678	26.745	41.181	323.88	0.15069	7.3877	0.021545	vapor
179.69	200.00	17.060	0.058615	8.6781	9.9748	65.907	26.702	40.981	325.36	0.14886	7.4221	0.021637	vapor
180.69	200.00	16.918	0.059110	8.7081	10.016	66.134	26.662	40.791	326.82	0.14707	7.4565	0.021730	vapor
181.69	200.00	16.778	0.059603	8.7379	10.056	66.358	26.624	40.609	328.27	0.14532	7.4909	0.021825	vapor
182.69	200.00	16.641	0.060093	8.7676	10.097	66.581	26.587	40.434	329.70	0.14360	7.5254	0.021922	vapor
183.69	200.00	16.507	0.060580	8.7971	10.137	66.801	26.553	40.268	331.12	0.14193	7.5598	0.022021	vapor
184.69	200.00	16.376	0.061065	8.8266	10.177	67.019	26.520	40.108	332.52	0.14029	7.5942	0.022123	vapor
185.69	200.00	16.248	0.061547	8.8559	10.218	67.235	26.488	39.955	333.91	0.13869	7.6287	0.022227	vapor
186.69	200.00	16.122	0.062027	8.8852	10.257	67.450	26.458	39.808	335.28	0.13711	7.6632	0.022334	vapor
187.69	200.00	15.999	0.062505	8.9144	10.297	67.662	26.430	39.667	336.64	0.13558	7.6976	0.022444	vapor
188.69	200.00	15.878	0.062981	8.9434	10.337	67.872	26.403	39.532	337.99	0.13407	7.7321	0.022560	vapor
189.69	200.00	15.759	0.063455	8.9724	10.376	68.081	26.377	39.402	339.33	0.13259	7.7666	0.022686	vapor
190.69	200.00	15.643	0.063927	9.0013	10.416	68.288	26.353	39.277	340.65	0.13114	7.8010	0.022813	vapor
191.69	200.00	15.529	0.064397	9.0301	10.455	68.493	26.330	39.157	341.96	0.12972	7.8355	0.022845	vapor
192.69	200.00	15.417	0.064865	9.0589	10.494	68.696	26.308	39.042	343.26	0.12833	7.8700	0.022913	vapor
193.69	200.00	15.307	0.065331	9.0876	10.533	68.898	26.287	38.931	344.55	0.12696	7.9044	0.022991	vapor
194.69	200.00	15.198	0.065796	9.1162	10.572	69.098	26.268	38.825	345.83	0.12562	7.9389	0.023075	vapor
195.69	200.00	15.092	0.066259	9.1447	10.610	69.297	26.250	38.722	347.10	0.12430	7.9733	0.023163	vapor
196.69	200.00	14.988	0.066720	9.1732	10.649	69.494	26.232	38.623	348.36	0.12301	8.0078	0.023253	vapor
197.69	200.00	14.885	0.067180	9.2016	10.688	69.690	26.216	38.528	349.61	0.12174	8.0422	0.023345	vapor
198.69	200.00	14.785	0.067638	9.2299	10.726	69.884	26.201	38.436	350.85	0.12049	8.0766	0.023440	vapor
199.69	200.00	14.685	0.068095	9.2582	10.765	70.077	26.186	38.348	352.07	0.11926	8.1110	0.023536	vapor
200.69	200.00	14.588	0.068550	9.2864	10.803	70.268	26.173	38.263	353.29	0.11806	8.1454	0.023633	vapor
201.69	200.00	14.492	0.069004	9.3146	10.841	70.458	26.161	38.182	354.50	0.11688	8.1798	0.023731	vapor
202.69	200.00	14.397	0.069457	9.3427	10.879	70.647	26.149	38.103	355.71	0.11572	8.2141	0.023830	vapor
203.69	200.00	14.304	0.069908	9.3708	10.917	70.834	26.139	38.027	356.90	0.11457	8.2485	0.023930	vapor
204.69	200.00	14.213	0.070358	9.3988	10.955	71.020	26.129	37.954	358.08	0.11345	8.2828	0.024031	vapor
205.69	200.00	14.123	0.070807	9.4268	10.993	71.205	26.120	37.883	359.26	0.11234	8.3171	0.024133	vapor
206.69	200.00	14.034	0.071254	9.4548	11.031	71.388	26.112	37.816	360.43	0.11126	8.3514	0.024235	vapor
207.69	200.00	13.947	0.071701	9.4827	11.069	71.571	26.104	37.750	361.59	0.11019	8.3857	0.024338	vapor
208.69	200.00	13.861	0.072146	9.5106	11.107	71.752	26.098	37.687	362.74	0.10913	8.4200	0.024442	vapor
209.69	200.00	13.776	0.072590	9.5384	11.144	71.932	26.092	37.627	363.88	0.10810	8.4542	0.024546	vapor
210.69	200.00	13.692	0.073033	9.5662	11.182	72.111	26.087	37.568	365.02	0.10708	8.4884	0.024651	vapor
211.69	200.00	13.610	0.073475	9.5940	11.219	72.288	26.082	37.512	366.15	0.10607	8.5226	0.024756	vapor
212.69	200.00	13.529	0.073916	9.6217	11.257	72.465	26.079	37.458	367.27	0.10508	8.5568	0.024862	vapor
213.69	200.00	13.449	0.074356	9.6494	11.294	72.641	26.076	37.406	368.38	0.10411	8.5910	0.024968	vapor
214.69	200.00	13.370	0.074795	9.6770	11.332	72.815	26.074	37.356	369.49	0.10315	8.6251	0.025075	vapor
215.69	200.00	13.292	0.075233	9.7047	11.369	72.989	26.072	37.307	370.59	0.10221	8.6592	0.025182	vapor
216.69	200.00	13.215	0.075670	9.7323	11.406	73.161	26.071	37.261	371.68	0.10128	8.6933	0.025289	vapor
217.69	200.00	13.139	0.076107	9.7599	11.444	73.333	26.071	37.216	372.77	0.10036	8.7274	0.025397	vapor
218.69	200.00	13.065	0.076542	9.7875	11.481	73.503	26.071	37.174	373.85	0.099455	8.7614	0.025505	vapor
219.69	200.00	12.991	0.076976	9.8150	11.518	73.673	26.072	37.133	374.92	0.098564	8.7954	0.025614	vapor
220.69	200.00	12.918	0.077410	9.8425	11.555	73.841	26.074	37.093	375.99	0.097685	8.8294	0.025723	vapor
221.69	200.00	12.846	0.077843	9.8700	11.592	74.009	26.076	37.055	377.05	0.096819	8.8634	0.025833	vapor
222.69	200.00	12.775	0.078275	9.8975	11.629	74.175	26.078	37.019	378.11	0.095965	8.8973	0.025942	vapor
223.69	200.00	12.705	0.078706	9.9250	11.666	74.341	26.082	36.984	379.16	0.095123	8.9312	0.026052	vapor
224.69	200.00	12.636	0.079137	9.9524	11.703	74.506	26.086	36.951	380.20	0.094292	8.9651	0.026163	vapor
225.69	200.00	12.568	0.079566	9.9798	11.740	74.670	26.090	36.919	381.24	0.093473	8.9990	0.026274	vapor
226.69	200.00	12.501	0.079995	10.007	11.777	74.833	26.095	36.888	382.27	0.092664	9.0328	0.026385	vapor
227.69	200.00	12.434	0.080424	10.035	11.814	74.995	26.101	36.859	383.29	0.091867	9.0666	0.026497	vapor
228.69	200.00	12.368	0.080851	10.062	11.851	75.157	26.107	36.831	384.31	0.091079	9.1004	0.026608	vapor
229.69	200.00	12.303	0.081278	10.089	11.887	75.318	26.114	36.805	385.33	0.090302	9.1342	0.026721	vapor
230.69	200.00	12.239	0.081704	10.117	11.924	75.477	26.121	36.779	386.34	0.089535	9.1679	0.026833	vapor
231.69	200.00	12.176	0.082130	10.144	11.961	75.636	26.129	36.755	387.34	0.088778	9.2016	0.026946	vapor
232.69	200.00	12.113	0.082555	10.171	11.998	75.795	26.137	36.732	388.34	0.088031	9.2353	0.027059	vapor
233.69	200.00	12.051	0.082979	10.199	12.034	75.952	26.146	36.711	389.33	0.087293	9.2689	0.027173	vapor
234.69	200.00	11.990	0.083402	10.226	12.071	76.109	26.155	36.690	390.32	0.086564	9.3025	0.027286	vapor
235.69	200.00	11.930	0.083826	10.253	12.108	76.265	26.165	36.671	391.30	0.085844	9.3361	0.027400	vapor
236.69	200.00	11.870	0.084248	10.281	12.145	76.420	26.175	36.653	392.28	0.085133	9.3696	0.027515	vapor
237.69	200.00	11.811	0.084670	10.308	12.181	76.575	26.186	36.635	393.25	0.084431	9.4031	0.027630	vapor
238.69	200.00	11.752	0.085091	10.335	12.218	76.728	26.197	36.619	394.22	0.083737	9.4366	0.027745	vapor
239.69	200.00	11.694	0.085512	10.363	12.254	76.881	26.209	36.604	395.18	0.083052	9.4701	0.027860	vapor
240.69	200.00	11.637	0.085932	10.390	12.291	77.034	26.221	36.590	396.14	0.082375	9.5035	0.027976	vapor
241.69	200.00	11.581	0.086352	10.417	12.328	77.185	26.234	36.577	397.09	0.081706	9.5369	0.028092	vapor
242.69	200.00	11.525	0.086771	10.445	12.364	77.336	26.247	36.565	398.04	0.081044	9.5703	0.028208	vapor
243.69	200.00	11.469	0.087189	10.472	12.401	77.487	26.261	36.554	398.99	0.080391	9.6036	0.028325	vapor
244.69	200.00	11.415	0.087608	10.499	12.437	77.636	26.275	36.544	399.93	0.079744	9.6369	0.028441	vapor
245.69	200.00	11.360	0.088025	10.526	12.474	77.785	26.289	36.535	400.86	0.079106	9.6702	0.028559	vapor
246.69	200.00	11.307	0.088442	10.554	12.510	77.934	26.304	36.526	401.79	0.078474	9.7034	0.028676	vapor
247.69	200.00	11.254	0.088859	10.581	12.547	78.082	26.320	36.519	402.72	0.077850	9.7366	0.028794	vapor
248.69	200.00	11.201	0.089275	10.608	12.583	78.229	26.336	36.512	403.64	0.077233	9.7698	0.028912	vapor
249.69	200.00	11.149	0.089691	10.636	12.620	78.375	26.352	36.507	404.56	0.076622	9.8029	0.029031	vapor
250.69	200.00	11.098	0.090106	10.663	12.656	78.521	26.369	36.502	405.47	0.076018	9.8360	0.029150	vapor
251.69	200.00	11.047	0.090521	10.690	12.693	78.666	26.386	36.498	406.38	0.075421	9.8691	0.029269	vapor
252.69	200.00	10.997	0.090935	10.718	12.729	78.811	26.404	36.495	407.28	0.074831	9.9021	0.029388	vapor
253.69	200.00	10.947	0.091349	10.745	12.766	78.955	26.422	36.492	408.18	0.074247	9.9351	0.029508	vapor
254.69	200.00	10.898	0.091763	10.772	12.802	79.099	26.440	36.491	409.08	0.073669	9.9681	0.029628	vapor
